Sr. No,Categories,URL
6,E-Gifts Store,https://blinkit.com/cn/e-cards/cid/416/4301
7,Bath & Body,https://blinkit.com/dc/bath-body/bathing-soaps/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=679509
,,https://blinkit.com/dc/bath-body/shower-gels-scrubs/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=723321&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Shower+Gels+%26+Scrubs&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/oral-care/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=11650&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Oral+Care&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/handwash/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=11658&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Handwash&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/fragrance-talc/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=174026&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Fragrance+%26+Talc&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/bath-accessories/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=12739&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Bath+Accessories&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/shampoo/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=12011&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Shampoo&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/conditioner/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=12012&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Conditioner&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/face-cleaning/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=209068&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Face+Cleaning&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/body-lotions-oils/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=209073&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Body+Lotions+%26+Oils&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/body-treatment-roll-on/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=887335&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Body+Treatment+%26+Roll+On&collection_name=Bath+%26+Body
,,https://blinkit.com/dc/bath-body/bath-beauty-gifts/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDY%3D&collection_group_id=18689&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Bath+%26+Beauty+Gifts&collection_name=Bath+%26+Body
8,Hair,https://blinkit.com/dc/hair/shampoo/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDU%3D&collection_group_id=12014
,,https://blinkit.com/dc/hair/conditioner/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDU%3D&collection_group_id=12015&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Conditioner&collection_name=Hair
,,https://blinkit.com/dc/hair/hair-colour/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDU%3D&collection_group_id=135472&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Hair+Colour&collection_name=Hair
,,https://blinkit.com/dc/hair/hair-oil-cream/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDU%3D&collection_group_id=11659&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Hair+Oil+%26+Cream&collection_name=Hair
,,https://blinkit.com/dc/hair/hair-serums/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDU%3D&collection_group_id=135473&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Hair+Serums&collection_name=Hair
,,https://blinkit.com/dc/hair/hair-styling/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDU%3D&collection_group_id=11661&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Hair+Styling&collection_name=Hair
,,https://blinkit.com/dc/hair/appliances/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDU%3D&collection_group_id=12018&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Appliances&collection_name=Hair
,,https://blinkit.com/dc/hair/hair-accessories/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDU%3D&collection_group_id=11662&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Hair+Accessories&collection_name=Hair
9,Skin & Face,https://blinkit.com/dc/skin-face/sunscreen/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDI%3D&collection_group_id=12020
,,https://blinkit.com/dc/skin-face/face-cleaning/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDI%3D&collection_group_id=204868&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Face+Cleaning&collection_name=Skin+%26+Face
,,https://blinkit.com/dc/skin-face/face-oil-serum-essence/?collection_uuid=OTg3NjU0MzIxMjM0NTMzNDI%3D&collection_group_id=206263&sort=bestsellers&enable_auto_suggestions=false&should_disable_rails=false&hide_filters=false&show_filters=true&oos_visibility=true&exclude_combos=false&disable_previous_buy_boosting=false&should_disable_listing=false&should_personalise=false&critical_entities_visibility=false&collection_group_name=Face+Oil%2C+Serum+%26+Essence&collection_name=Skin+%26+Face
